Visit_ID,Visit_Date,University,Zip_Code,State,Student_Level,Housing,Financial_Aid,Meal_Plan,Food_Weight_lbs
V-2424,2023-08-15,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,19.88
V-2425,2023-11-28,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,None,15.66
V-2426,2023-12-25,Texas A&M,77843,TX,Graduate,Off-Campus,Scholarship,None,12.84
V-2427,2023-10-24,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,None,14.3
V-2428,2022-11-09,UMass Amherst,01003,MA,Graduate,Off-Campus,Scholarship,None,21.62
V-2429,2024-02-17,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,14.11
V-2430,2022-11-26,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,Partial,13.58
V-2431,2023-11-07,UC Irvine,92697,CA,Graduate,Off-Campus,Pell Grant,None,18.29
V-2432,2024-03-18,UW Seattle,98195,WA,Graduate,Off-Campus,Scholarship,Full,20.27
V-2433,2023-02-17,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,18.27
V-2434,2024-08-02,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,16.44
V-2435,2021-02-26,Michigan State,48824,MI,Undergraduate,On-Campus,Scholarship,Partial,10.69
V-2436,2022-08-10,UMass Amherst,01003,MA,Graduate,Off-Campus,None,None,18.91
V-2437,2024-12-08,Texas A&M,77843,TX,Graduate,Off-Campus,Pell Grant,Partial,27.34
V-2438,2023-03-07,Georgia Tech,30332,GA,Graduate,Off-Campus,None,Full,16.23
V-2439,2022-07-08,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Full,11.26
V-2440,2022-08-06,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Partial,13.33
V-2441,2022-11-24,Arizona State,85281,AZ,Graduate,Off-Campus,Scholarship,None,17.85
V-2442,2023-08-14,Georgia Tech,30332,GA,Graduate,Off-Campus,Pell Grant,None,26.05
V-2443,2020-05-22,Georgia Tech,30332,GA,Graduate,On-Campus,Scholarship,None,22.18
V-2444,2021-12-25,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,12.75
V-2445,2020-04-23,Arizona State,85281,AZ,Graduate,Off-Campus,Pell Grant,None,26.69
V-2446,2023-11-08,UC Irvine,92697,CA,Graduate,Off-Campus,None,None,22.16
V-2447,2021-02-04,UMass Amherst,01003,MA,Graduate,Off-Campus,None,None,24.93
V-2448,2023-09-27,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,Partial,20.58
V-2449,2023-09-12,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,16.62
V-2450,2023-11-06,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,10.5
V-2451,2023-06-26,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,Full,15.02
V-2452,2023-05-08,Arizona State,85281,AZ,Graduate,Off-Campus,None,Partial,17.8
V-2453,2021-11-17,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,Partial,15.62
V-2454,2024-02-29,Texas A&M,77843,TX,Undergraduate,On-Campus,None,None,16.76
V-2455,2023-09-19,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,Partial,15.85
V-2456,2023-04-15,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,Partial,17.77
V-2457,2023-03-28,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Full,15.83
V-2458,2023-05-20,UF Gainesville,32611,FL,Graduate,Off-Campus,None,None,20.34
V-2459,2023-08-08,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Partial,10.01
V-2460,2022-03-19,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,11.25
V-2461,2022-02-02,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,None,9.64
V-2462,2021-12-21,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,Full,16.98
V-2463,2023-01-11,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,13.8
V-2464,2021-11-04,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,14.36
V-2465,2022-08-19,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,12.19
V-2466,2023-11-28,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,Partial,19.56
V-2467,2022-03-21,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,16.16
V-2468,2023-07-16,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,15.23
V-2469,2023-05-24,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,14.5
V-2470,2022-06-04,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,Partial,10.67
V-2471,2023-07-18,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,Partial,12.4
V-2472,2021-12-27,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,7.49
V-2473,2023-06-18,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,Full,17.24
V-2474,2023-11-20,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,17.96
V-2475,2021-11-04,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,Partial,16.51
V-2476,2021-04-06,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Partial,9.21
V-2477,2022-10-18,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,19.98
V-2478,2020-10-01,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,11.27
V-2479,2023-03-05,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,16.51
V-2480,2020-11-02,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,None,7.73
V-2481,2024-03-12,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,20.02
V-2482,2024-02-25,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,18.01
V-2483,2024-11-28,UC Irvine,92697,CA,Graduate,On-Campus,Scholarship,None,20.76
V-2484,2023-12-03,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,13.26
V-2485,2023-03-25,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Partial,17.16
V-2486,2021-02-06,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,17.53
V-2487,2023-11-10,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,11.84
V-2488,2024-01-13,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,14.84
V-2489,2021-07-14,Ohio State,43210,OH,Undergraduate,On-Campus,None,Partial,11.21
V-2490,2020-08-20,Texas A&M,77843,TX,Graduate,Off-Campus,Pell Grant,Partial,23.37
V-2491,2023-03-15,Michigan State,48824,MI,Undergraduate,On-Campus,Scholarship,None,12.17
V-2492,2022-05-18,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,Partial,9.1
V-2493,2020-07-05,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,Full,15.18
V-2494,2023-09-25,UC Irvine,92697,CA,Undergraduate,On-Campus,None,None,20.33
V-2495,2020-11-02,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,15.19
V-2496,2023-12-17,UW Seattle,98195,WA,Graduate,On-Campus,None,Partial,25.45
V-2497,2023-05-12,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,22.77
V-2498,2024-01-22,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,21.78
V-2499,2024-10-24,Texas A&M,77843,TX,Undergraduate,On-Campus,None,None,22.87
V-2500,2023-09-17,Arizona State,85281,AZ,Graduate,Off-Campus,None,Partial,28.04
V-2501,2022-08-27,UMass Amherst,01003,MA,Undergraduate,On-Campus,None,None,12.16
V-2502,2022-01-13,Arizona State,85281,AZ,Graduate,Off-Campus,None,None,22.44
V-2503,2024-05-05,Arizona State,85281,AZ,Graduate,On-Campus,Pell Grant,None,22.11
V-2504,2022-06-27,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,8.11
V-2505,2024-11-24,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,16.49
V-2506,2024-09-13,Texas A&M,77843,TX,Graduate,Off-Campus,Scholarship,None,26.24
V-2507,2023-08-07,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,17.08
V-2508,2023-04-11,UW Seattle,98195,WA,Undergraduate,On-Campus,None,None,14.36
V-2509,2023-06-30,Georgia Tech,30332,GA,Graduate,Off-Campus,Pell Grant,None,18.18
V-2510,2023-07-02,Ohio State,43210,OH,Graduate,Off-Campus,None,None,23.03
V-2511,2021-09-27,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,12.75
V-2512,2023-01-04,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,18.86
V-2513,2023-06-05,Rutgers,08901,NJ,Graduate,Off-Campus,None,Partial,25.05
V-2514,2022-03-26,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,15.4
V-2515,2023-04-17,UC Irvine,92697,CA,Graduate,On-Campus,None,Partial,16.55
V-2516,2021-10-19,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,Partial,11.85
V-2517,2023-06-23,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,Partial,22.06
V-2518,2023-12-17,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,17.26
V-2519,2023-07-23,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,None,20.17
V-2520,2023-12-18,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,11.25
V-2521,2022-09-11,Arizona State,85281,AZ,Graduate,Off-Campus,None,Full,32.4
V-2522,2021-09-01,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Partial,6.72
V-2523,2024-04-20,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,17.6
V-2524,2023-04-01,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,Partial,7.64
V-2525,2020-12-20,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,Full,17.23
V-2526,2020-10-03,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,Partial,9.38
V-2527,2023-04-25,Michigan State,48824,MI,Graduate,Off-Campus,Scholarship,None,20.06
V-2528,2024-02-15,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,16.63
V-2529,2021-12-15,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,Full,16.76
V-2530,2024-01-20,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,14.58
V-2531,2023-08-28,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,Full,15.77
V-2532,2022-04-11,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,14.98
V-2533,2022-11-25,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,None,14.62
V-2534,2023-12-30,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,14.47
V-2535,2021-02-06,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,None,10.94
V-2536,2024-08-24,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,17.09
V-2537,2024-05-22,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,16.75
V-2538,2021-03-29,Rutgers,08901,NJ,Graduate,Off-Campus,Pell Grant,None,16.33
V-2539,2021-12-14,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,12.85
V-2540,2022-01-14,Georgia Tech,30332,GA,Undergraduate,On-Campus,Scholarship,Full,6.71
V-2541,2021-05-08,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,12.16
V-2542,2021-09-27,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Partial,6.58
V-2543,2023-11-01,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,13.22
V-2544,2022-06-06,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,9.88
V-2545,2021-07-13,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,10.18
V-2546,2022-02-25,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,19.2
V-2547,2021-01-23,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Partial,8.3
V-2548,2021-12-13,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,12.04
V-2549,2022-06-28,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,15.32
V-2550,2024-01-22,UF Gainesville,32611,FL,Undergraduate,On-Campus,None,None,7.58
V-2551,2023-03-12,Arizona State,85281,AZ,Undergraduate,On-Campus,Scholarship,None,13.96
V-2552,2023-11-07,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,16.03
V-2553,2023-01-09,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,10.17
V-2554,2021-08-12,UMass Amherst,01003,MA,Undergraduate,On-Campus,None,None,7.59
V-2555,2022-12-21,UW Seattle,98195,WA,Undergraduate,On-Campus,Scholarship,Partial,17.5
V-2556,2021-03-21,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,Partial,5.43
V-2557,2023-11-29,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,None,13.55
V-2558,2021-01-05,Ohio State,43210,OH,Graduate,Off-Campus,None,None,14.07
V-2559,2023-08-16,Arizona State,85281,AZ,Graduate,Off-Campus,Scholarship,Partial,11.61
V-2560,2023-03-23,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,Partial,19.1
V-2561,2024-01-19,UF Gainesville,32611,FL,Graduate,Off-Campus,None,None,23.97
V-2562,2022-05-20,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,Full,18.8
V-2563,2024-10-18,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,16.39
V-2564,2024-02-27,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,10.59
V-2565,2022-12-22,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,12.38
V-2566,2023-09-02,Georgia Tech,30332,GA,Undergraduate,On-Campus,None,None,2.0
V-2567,2023-12-18,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,9.3
V-2568,2022-07-23,UC Irvine,92697,CA,Undergraduate,On-Campus,None,None,12.95
V-2569,2022-06-09,UF Gainesville,32611,FL,Graduate,Off-Campus,None,None,24.17
V-2570,2022-11-12,Ohio State,43210,OH,Undergraduate,On-Campus,Scholarship,None,12.33
V-2571,2021-11-19,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,14.89
V-2572,2024-06-20,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Partial,16.62
V-2573,2023-03-28,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,Partial,9.57
V-2574,2022-12-23,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,9.45
V-2575,2023-03-01,Michigan State,48824,MI,Undergraduate,Off-Campus,None,Full,17.17
V-2576,2022-08-05,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,10.51
V-2577,2023-03-19,UMass Amherst,01003,MA,Graduate,On-Campus,Pell Grant,Partial,22.18
V-2578,2021-10-30,UW Seattle,98195,WA,Graduate,Off-Campus,Scholarship,Partial,15.83
V-2579,2021-10-26,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,10.6
V-2580,2023-12-03,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,16.66
V-2581,2024-08-07,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,14.92
V-2582,2023-03-20,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,13.17
V-2583,2023-10-31,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,None,11.08
V-2584,2022-07-30,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,14.53
V-2585,2023-12-27,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,11.81
V-2586,2023-10-29,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,None,17.14
V-2587,2021-12-30,Texas A&M,77843,TX,Undergraduate,On-Campus,None,Partial,9.69
V-2588,2021-12-26,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,Partial,12.15
V-2589,2022-03-08,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,None,15.9
V-2590,2020-02-09,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Partial,13.27
V-2591,2023-05-15,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,None,16.2
V-2592,2023-09-10,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,14.39
V-2593,2022-07-09,UW Seattle,98195,WA,Undergraduate,On-Campus,Scholarship,None,9.28
V-2594,2021-04-20,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,Partial,16.36
V-2595,2020-11-06,Michigan State,48824,MI,Graduate,Off-Campus,None,Partial,18.57
V-2596,2022-04-18,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,11.21
V-2597,2024-03-29,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,12.46
V-2598,2022-11-28,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,20.69
V-2599,2021-09-02,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,12.51
V-2600,2022-12-20,Rutgers,08901,NJ,Graduate,On-Campus,Scholarship,None,28.13
V-2601,2025-01-09,Ohio State,43210,OH,Undergraduate,Off-Campus,None,Partial,10.42
V-2602,2023-09-30,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,19.69
V-2603,2021-10-03,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,11.94
V-2604,2020-09-28,UC Irvine,92697,CA,Undergraduate,On-Campus,None,Partial,10.2
V-2605,2023-01-15,UMass Amherst,01003,MA,Graduate,Off-Campus,Scholarship,None,15.99
V-2606,2023-05-03,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,Partial,14.75
V-2607,2023-01-05,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,17.96
V-2608,2020-12-14,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Full,12.99
V-2609,2022-10-25,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,12.2
V-2610,2023-12-20,UC Irvine,92697,CA,Undergraduate,On-Campus,None,Partial,8.96
V-2611,2020-12-12,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,11.55
V-2612,2023-08-16,Georgia Tech,30332,GA,Undergraduate,On-Campus,None,None,15.9
V-2613,2022-04-03,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,Partial,10.23
V-2614,2021-10-09,Texas A&M,77843,TX,Undergraduate,On-Campus,None,None,18.3
V-2615,2022-08-30,Ohio State,43210,OH,Undergraduate,On-Campus,None,None,12.18
V-2616,2023-09-11,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,16.26
V-2617,2022-01-26,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Full,11.87
V-2618,2023-07-02,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,Partial,17.77
V-2619,2022-08-24,Michigan State,48824,MI,Graduate,On-Campus,Scholarship,Full,20.57
V-2620,2021-02-03,Michigan State,48824,MI,Graduate,On-Campus,None,None,25.01
V-2621,2022-01-22,Texas A&M,77843,TX,Graduate,Off-Campus,Scholarship,None,20.2
V-2622,2022-07-01,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,Partial,16.02
V-2623,2022-03-11,Arizona State,85281,AZ,Undergraduate,On-Campus,Scholarship,Partial,14.54
V-2624,2023-04-29,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,Partial,9.97
V-2625,2023-12-31,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,Full,19.79
V-2626,2024-06-11,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,16.88
V-2627,2022-03-29,Rutgers,08901,NJ,Graduate,On-Campus,None,None,21.93
V-2628,2022-04-04,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,17.77
V-2629,2023-05-11,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Full,18.84
V-2630,2024-10-21,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,11.49
V-2631,2021-03-12,UC Irvine,92697,CA,Undergraduate,On-Campus,Pell Grant,None,7.84
V-2632,2022-10-30,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Full,10.98
V-2633,2023-12-14,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,None,10.16
V-2634,2024-05-17,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,13.63
V-2635,2024-05-04,Ohio State,43210,OH,Graduate,Off-Campus,None,None,16.86
V-2636,2021-01-21,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,None,8.46
V-2637,2024-08-02,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,16.86
V-2638,2022-11-04,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,7.68
V-2639,2022-12-02,UC Irvine,92697,CA,Undergraduate,On-Campus,Pell Grant,None,14.38
V-2640,2023-06-18,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,Partial,18.07
V-2641,2023-03-27,UF Gainesville,32611,FL,Undergraduate,On-Campus,Scholarship,None,17.85
V-2642,2024-03-22,UF Gainesville,32611,FL,Undergraduate,On-Campus,Scholarship,Partial,17.64
V-2643,2021-01-01,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,15.6
V-2644,2020-05-08,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,None,14.82
V-2645,2022-09-23,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,9.71
V-2646,2022-09-12,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,13.08
V-2647,2023-07-15,UW Seattle,98195,WA,Undergraduate,On-Campus,None,Partial,17.21
V-2648,2022-03-20,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,None,11.76
V-2649,2022-06-27,Georgia Tech,30332,GA,Graduate,On-Campus,None,Full,18.02
V-2650,2022-10-15,Ohio State,43210,OH,Graduate,Off-Campus,None,None,21.15
V-2651,2022-04-13,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,20.68
V-2652,2022-12-26,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,None,17.51
V-2653,2022-10-20,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,7.74
V-2654,2021-09-21,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Full,13.87
V-2655,2024-03-19,Arizona State,85281,AZ,Graduate,Off-Campus,Scholarship,Full,17.34
V-2656,2022-06-30,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,17.41
V-2657,2024-05-09,Texas A&M,77843,TX,Graduate,On-Campus,Pell Grant,None,26.49
V-2658,2023-11-27,UC Irvine,92697,CA,Undergraduate,On-Campus,Scholarship,None,22.76
V-2659,2024-03-12,Rutgers,08901,NJ,Graduate,Off-Campus,Scholarship,None,24.6
V-2660,2022-09-09,Texas A&M,77843,TX,Graduate,Off-Campus,Pell Grant,Partial,22.02
V-2661,2021-05-17,Arizona State,85281,AZ,Graduate,Off-Campus,None,None,21.13
V-2662,2023-03-26,Michigan State,48824,MI,Graduate,On-Campus,Pell Grant,None,16.47
V-2663,2024-09-11,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,Partial,15.37
V-2664,2021-12-20,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,Full,14.17
V-2665,2023-08-30,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,12.21
V-2666,2020-10-06,Texas A&M,77843,TX,Graduate,Off-Campus,Scholarship,Partial,20.3
V-2667,2021-05-14,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,Partial,21.42
V-2668,2021-10-07,UF Gainesville,32611,FL,Undergraduate,On-Campus,None,None,6.44
V-2669,2024-05-23,Rutgers,08901,NJ,Undergraduate,On-Campus,Pell Grant,Full,17.84
V-2670,2023-11-24,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,None,14.86
V-2671,2022-07-04,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,None,15.81
V-2672,2020-12-14,UC Irvine,92697,CA,Undergraduate,On-Campus,Pell Grant,Full,13.28
V-2673,2022-11-17,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,Partial,13.1
V-2674,2022-01-09,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Partial,7.95
V-2675,2023-03-26,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Full,17.2
V-2676,2022-07-20,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,None,15.76
V-2677,2022-12-09,Texas A&M,77843,TX,Graduate,On-Campus,Scholarship,None,22.09
V-2678,2022-07-09,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,18.63
V-2679,2022-06-09,Arizona State,85281,AZ,Graduate,Off-Campus,Scholarship,None,17.88
V-2680,2021-12-11,Ohio State,43210,OH,Graduate,On-Campus,Pell Grant,Full,19.28
V-2681,2022-12-14,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,None,10.96
V-2682,2023-12-22,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,12.96
V-2683,2023-11-12,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,9.89
V-2684,2023-11-30,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,11.96
V-2685,2022-05-05,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,4.93
V-2686,2024-05-11,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,Partial,16.83
V-2687,2020-10-07,UF Gainesville,32611,FL,Undergraduate,On-Campus,Scholarship,None,20.44
V-2688,2022-12-07,Michigan State,48824,MI,Graduate,Off-Campus,None,Partial,15.76
V-2689,2023-06-12,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,Partial,13.51
V-2690,2024-08-11,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,22.58
V-2691,2021-02-10,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,14.89
V-2692,2022-10-01,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,15.27
V-2693,2024-05-23,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,Partial,11.89
V-2694,2023-06-17,UMass Amherst,01003,MA,Graduate,On-Campus,Scholarship,None,19.9
V-2695,2023-02-26,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,Partial,12.0
V-2696,2022-09-13,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,15.77
V-2697,2023-04-30,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,16.37
V-2698,2022-08-07,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,Partial,12.22
V-2699,2022-07-14,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,Partial,12.87
V-2700,2022-09-25,Georgia Tech,30332,GA,Graduate,On-Campus,Pell Grant,None,24.82
